INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10435255	1	4	35	255	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	55	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	4858	3886	168	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	55	2	2	1	250	-1	0	0	0	-1	-1
10435256	1	4	35	256	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	56	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	5035	4028	169	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	56	2	2	1	250	-1	0	0	0	-1	-1
10435257	1	4	35	257	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	57	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	5216	4172	170	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	57	2	2	1	250	-1	0	0	0	-1	-1
10435258	1	4	35	258	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	58	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	5400	4320	171	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	58	2	2	1	250	-1	0	0	0	-1	-1
10435259	1	4	35	259	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	59	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	5587	4469	172	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	59	2	2	1	250	-1	0	0	0	-1	-1
10435260	1	4	35	260	0	524	1	-1	-1	Ngßng mÕch ðông s½n ca tØu hoàn	60	-1	LßÞi cüa nó s¡c nh÷n có hình giáng gi¯ng nhß loan nguy®t, có th¬ ch¯ng ð¸ch t× b¯n phía, khi thi tri¬n thì có mùi th½m cüa rßþu, nghe nói dùng thiên niên lão diêu ð¬ bào chª, ð° n¤u rßþu có th¬ ðánh ð¸ch, quä là thª gian kÏ binh	5778	4622	173	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	60	2	2	1	250	-1	0	0	0	-1	-1
10435261	1	4	35	261	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	61	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	5971	4776	174	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	61	3	3	1	250	-1	0	0	0	-1	-1
10435262	1	4	35	262	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	62	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	6168	4934	175	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	62	3	3	1	250	-1	0	0	0	-1	-1
10435263	1	4	35	263	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	63	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	6368	5094	176	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	63	3	3	1	250	-1	0	0	0	-1	-1
10435264	1	4	35	264	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	64	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	6571	5256	177	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	64	3	3	1	250	-1	0	0	0	-1	-1
10435265	1	4	35	265	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	65	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	6778	5422	178	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	65	3	3	1	250	-1	0	0	0	-1	-1
10435266	1	4	35	266	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	66	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	6987	5589	179	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	66	3	3	1	250	-1	0	0	0	-1	-1
10435267	1	4	35	267	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	67	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	7200	5760	180	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	67	3	3	1	250	-1	0	0	0	-1	-1
10435268	1	4	35	268	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	68	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	7416	5932	181	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	68	3	3	1	250	-1	0	0	0	-1	-1
10435269	1	4	35	269	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	69	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	7635	6108	182	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	69	3	3	1	250	-1	0	0	0	-1	-1
10435270	1	4	35	270	0	528	1	-1	-1	Ngßng mÕch h²n nguyên vô cñc khuyên	70	-1	Thu th§p khí linh cüa Thiên ð¸a càn khôn, ðßþc H²n nguyên vô cñc khí, có th¬ áp chª vÕn v§t, có th¬ thu¥n hóa vÕn v§t, là cñc ph¦m cüa nhân gian	7858	6286	183	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	70	3	3	1	250	-1	0	0	0	-1	-1
10435271	1	4	35	271	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	71	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	8083	6466	184	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	71	3	3	1	250	-1	0	0	0	-1	-1
10435272	1	4	35	272	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	72	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	8312	6649	185	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	72	3	3	1	250	-1	0	0	0	-1	-1
10435273	1	4	35	273	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	73	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	8544	6835	186	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	73	3	3	1	250	-1	0	0	0	-1	-1
10435274	1	4	35	274	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	74	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	8779	7023	187	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	74	3	3	1	250	-1	0	0	0	-1	-1
10435275	1	4	35	275	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	75	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	9018	7214	188	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	75	3	3	1	250	-1	0	0	0	-1	-1
10435276	1	4	35	276	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	76	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	9259	7407	189	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	76	3	3	1	250	-1	0	0	0	-1	-1
10435277	1	4	35	277	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	77	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	9504	7603	190	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	77	3	3	1	250	-1	0	0	0	-1	-1
10435278	1	4	35	278	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	78	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	9752	7801	191	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	78	3	3	1	250	-1	0	0	0	-1	-1
10435279	1	4	35	279	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	79	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	10003	8002	192	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	79	3	3	1	250	-1	0	0	0	-1	-1
10435280	1	4	35	280	0	532	1	-1	-1	Ngßng mÕch tu® tinh t§p nguy®t luân	80	-1	Gi¯ng nhß ánh sáng cüa tu® tinh t§p trung hªt lên trên ðó, khi t¤n công ác li®t gi¯ng nhß tu® tinh ðâm vào m£t trång, không th¬ tr¯ng ðÞ, không phäi v§t cüa nhân gian	10258	8206	193	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	80	3	3	1	250	-1	0	0	0	-1	-1
10435281	1	4	35	281	0	539	1	-1	-1	Ngßng mÕch qu¯c th± vô song luân song luân	81	-1	H¤p thø Huy«n bång âm hàn khí mà tÕo thành, khí lÕnh th¤u xß½ng c¯t, kë b¸ t¤n công không nhæng b¸ thß½ng tr¥m tr÷ng, mà còn b¸ Huy«n bång âm hàn khí làm t±n thß½ng nµi tÕng, là v§t ph¦m vô cùng th¥n bí, nghe nói ðªn t× Kh± hàn ð¸a.	10515	8412	194	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	81	4	4	1	250	-1	0	0	0	-1	-1
10435282	1	4	35	282	0	539	1	-1	-1	Ngßng mÕch qu¯c th± vô song luân song luân	82	-1	H¤p thø Huy«n bång âm hàn khí mà tÕo thành, khí lÕnh th¤u xß½ng c¯t, kë b¸ t¤n công không nhæng b¸ thß½ng tr¥m tr÷ng, mà còn b¸ Huy«n bång âm hàn khí làm t±n thß½ng nµi tÕng, là v§t ph¦m vô cùng th¥n bí, nghe nói ðªn t× Kh± hàn ð¸a.	10776	8620	195	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	82	4	4	1	250	-1	0	0	0	-1	-1
10435283	1	4	35	283	0	539	1	-1	-1	Ngßng mÕch qu¯c th± vô song luân song luân	83	-1	H¤p thø Huy«n bång âm hàn khí mà tÕo thành, khí lÕnh th¤u xß½ng c¯t, kë b¸ t¤n công không nhæng b¸ thß½ng tr¥m tr÷ng, mà còn b¸ Huy«n bång âm hàn khí làm t±n thß½ng nµi tÕng, là v§t ph¦m vô cùng th¥n bí, nghe nói ðªn t× Kh± hàn ð¸a.	11040	8832	196	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	83	4	4	1	250	-1	0	0	0	-1	-1
10435284	1	4	35	284	0	539	1	-1	-1	Ngßng mÕch qu¯c th± vô song luân song luân	84	-1	H¤p thø Huy«n bång âm hàn khí mà tÕo thành, khí lÕnh th¤u xß½ng c¯t, kë b¸ t¤n công không nhæng b¸ thß½ng tr¥m tr÷ng, mà còn b¸ Huy«n bång âm hàn khí làm t±n thß½ng nµi tÕng, là v§t ph¦m vô cùng th¥n bí, nghe nói ðªn t× Kh± hàn ð¸a.	11307	9045	197	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	84	4	4	1	250	-1	0	0	0	-1	-1
10435285	1	4	35	285	0	539	1	-1	-1	Ngßng mÕch qu¯c th± vô song luân song luân	85	-1	H¤p thø Huy«n bång âm hàn khí mà tÕo thành, khí lÕnh th¤u xß½ng c¯t, kë b¸ t¤n công không nhæng b¸ thß½ng tr¥m tr÷ng, mà còn b¸ Huy«n bång âm hàn khí làm t±n thß½ng nµi tÕng, là v§t ph¦m vô cùng th¥n bí, nghe nói ðªn t× Kh± hàn ð¸a.	11578	9262	198	3	3	-1	-1	Annulus3_3	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	4	4	1	250	-1	0	0	0	-1	-1
